Designator,Mid X,Mid Y,Rotation,Layer
D1,19.9825,35.685,270.0,top
D2,17.3925,35.685,270.0,top
J1,23.495,62.23,0.0,top
J2,0.635,62.23,0.0,top
J3,12.065,41.91,90.0,top
J4,12.065,39.37,90.0,top
U1,11.91,52.2,0.0,top
U2,12.065,25.4,90.0,top
U3,6.35,38.735,0.0,top
U4,14.8025,35.685,270.0,top
U6,12.2125,35.685,270.0,top
